404, 404 -117.85 -151.87 6 4;
405, 405 -87.84 -156.32 6 4;
406, 406 -72.81 -49.92 6 7;
407, 407 -90.97 -144.94 6 4;
408, 408 818.64 -74.52 16 6;
409, 409 -100.25 -147.09 6 4;
410, 410 -96.95 -159.03 6 4;
411, 411 826.35 -71.55 16 6;
412, 412 -108.81 -134.61 6 4;
413, 413 807.42 -90.96 16 6;
414, 414 -115.92 -114.61 6 5;
415, 415 -129.17 -154.99 5 4;
416, 416 789.24 -98.72 16 6;
417, 417 -138.72 -157.58 5 4;
418, 418 779.71 -99.88 16 5;
419, 419 -135.43 -169.74 5 3;
420, 420 -141.68 -183.83 5 3;
421, 421 792.71 -110.55 16 5;
422, 422 -125.97 -167.15 5 3;
423, 423 317.99 -25.4 10 8;
424, 424 -130.14 -136.43 5 4;
425, 425 -150.77 -147.81 5 4;
426, 426 -156.97 -126.38 5 5;
427, 427 305.58 -35.16 10 7;
428, 428 -188.63 -111.35 5 5;
429, 429 -181.37 -80.96 5 6;
430, 430 -668.53 164.88 0 13;
431, 431 -114.79 -270.04 6 0;
432, 432 -660.78 165.18 0 14;
433, 433 -106.41 -268.86 6 0;
434, 434 -668.82 173.1 0 14;
435, 435 -108.28 -256.28 6 1;
436, 436 -114.33 -231.75 6 1;
437, 437 -662.12 173.86 0 14;
438, 438 -116.11 -218.39 6 2;
439, 439 -648.64 174.83 0 14;
440, 440 -141.23 -215.92 5 2;
441, 441 -640.72 174.68 0 14;
442, 442 -143.78 -234.64 5 1;
443, 443 -639.46 167. 0 14;
444, 444 -161.13 -240.3 5 1;
445, 445 -185.16 -240.63 5 1;
446, 446 -647.72 167.15 0 14;
447, 447 -204.85 -225.61 5 2;
448, 448 -606.52 177.7 0 14;
449, 449 -205.93 -240.68 5 1;
450, 450 -598.77 177.89 0 14;
451, 451 -220.69 -234.74 4 1;
452, 452 -605.43 170.02 0 14;
453, 453 -221.16 -222.19 4 2;
454, 454 -228.97 -207.06 4 2;
455, 455 -598.04 170.32 0 14;
456, 456 -214.58 -200.22 4 2;
457, 457 -211.06 -186.08 5 3;
458, 458 -457.34 137.48 2 13;
459, 459 -213.42 -175.94 4 3;
460, 460 -457.23 129.04 2 12;
461, 461 -142.14 44.18 5 10;
462, 462 -140.16 37.59 5 10;
463, 463 -121.86 46.35 6 10;
464, 464 -244.03 -231.08 4 1;
465, 465 -115.84 48.24 6 10;
466, 466 -266.11 -230.78 4 2;
467, 467 -276.81 -392.2 4 -2;
468, 468 -117.58 54.15 6 10;
469, 469 -278.91 -377.62 4 -2;
470, 470 -121.35 68.99 6 11;
471, 471 -281.64 -359.03 4 -1;
472, 472 -285.81 -393.59 4 -2;
473, 473 -110.29 72.33 6 11;
474, 474 -287.73 -379.01 4 -2;
475, 475 -106.17 57.27 6 10;
476, 476 -290.17 -363.31 4 -2;
477, 477 -291.88 -351.4 4 -1;
478, 478 -104.17 51.46 6 10;
479, 479 -288.82 -343.25 4 -1;
480, 480 -98.24 53.35 6 10;
481, 481 -290.45 -331.89 4 -1;
482, 482 -291.9 -320.1 4 0;
483, 483 -79.97 61.11 6 10;
484, 484 -279.9 -327.54 4 0;
485, 485 -78.5 54.64 6 10;
486, 486 -287.22 -281.78 4 3;
487, 487 -69.44 54.8 6 12;
488, 488 -297.77 -276.47 4 3;
489, 489 -63.64 49.59 6 12;
490, 490 -299.32 -265.34 4 3;
491, 491 -305.75 -298.3 3 2;
492, 492 -54.94 44.43 6 12;
493, 493 -306.44 -293.18 3 2;
494, 494 -48.73 51.86 6 12;
495, 495 -132.3 -105.97 5 8;
496, 496 -138.33 -85.1 5 8;
497, 497 -41.33 47.5 6 12;
498, 498 -124.09 -81.26 5 8;
499, 499 -56.6 63.33 6 13;
500, 500 -123.76 -68.61 5 9;
501, 501 -129.83 -49.85 5 9;
502, 502 -69.47 71.79 6 13;
503, 503 -132.54 -25.38 5 10;
504, 504 -49.43 75.07 6 13;
505, 505 -140. -0.93 5 11;
506, 506 -149.24 22.33 5 11;
507, 507 -40.21 74.23 6 13;
508, 508 -165.61 36.19 5 12;
509, 509 -32.47 78.53 6 13;
510, 510 -173.42 28.12 5 12;
511, 511 -28.85 65.47 7 13;
512, 512 -165.23 0.32 5 11;
513, 513 -25.21 52.97 8 12;
514, 514 -176.76 9.64 6 11;
515, 515 -193.11 5.62 6 11;
516, 516 -36.63 58.74 8 12;
517, 517 -193.88 -25.56 6 10;
518, 518 -191.67 -34.59 6 10;
519, 519 -41.08 243.09 8 18;
520, 520 -151.54 -48.22 6 9;
521, 521 -20.95 218.62 8 17;
522, 522 -159.8 -61.72 6 9;
523, 523 -206.76 -88.03 5 8;
524, 524 -15.43 208.2 8 17;
525, 525 -211. -65.64 5 9;
526, 526 -16.18 177.91 8 16;
527, 527 -227.4 -39.58 5 10;
528, 528 -224.03 -10. 5 10;
529, 529 -7.6 175.08 8 16;
530, 530 -217.68 9.64 5 11;
531, 531 -3.14 187.98 8 16;
532, 532 69.93 25.87 9 11;
533, 533 7.2 190.34 8 16;
534, 534 62.23 4.71 9 11;
535, 535 47.38 43.28 9 12;
536, 536 20.73 198.75 8 16;
537, 537 41.69 63.81 9 13;
538, 538 32.43 188.76 8 16;
539, 539 38.13 126.93 9 14;
540, 540 40.68 117.89 9 14;
541, 541 47.28 192.7 9 16;
542, 542 24.76 132.07 8 15;
543, 543 48.86 206.32 9 17;
544, 544 27.78 101.04 8 14;
545, 545 8.42 86.42 8 13;
546, 546 11.7 143.97 8 15;
547, 547 -24.76 170.85 8 16;
548, 548 -35.04 129.53 8 14;
549, 549 -26.05 102.16 8 14;
550, 550 -18.22 78.7 8 13;
551, 551 -53.65 150.3 7 15;
552, 552 -54.91 162.87 7 15;
553, 553 -73.87 165.11 7 15;
554, 554 -115.39 166.12 7 15;
555, 555 -143.47 123.57 6 14;
556, 556 -144.21 219.94 6 17;
557, 557 -152.32 214.32 6 17;
558, 558 -495.27 43.61 2 12;
559, 559 -147.68 236.21 6 17;
560, 560 -472.63 59.06 2 12;
561, 561 -149.89 254.46 6 18;
562, 562 -133.67 232.73 6 17;
563, 563 -135.54 269.18 6 18;
564, 564 -429.24 3.41 3 11;
565, 565 -106.01 271.95 7 18;
566, 566 -402.69 53.97 3 12;
567, 567 -93.24 291.14 7 19;
568, 568 -35.13 -353.24 8 1;
569, 569 -84.38 298.96 7 19;
570, 570 -431.52 69.28 3 13;
571, 571 -66.16 294.51 7 19;
572, 572 -57.66 320.88 7 20;
573, 573 -16.57 16.51 8 11;
574, 574 -33.19 264.92 8 18;
575, 575 -420.52 116.02 3 14;
576, 576 -27.52 257.71 8 18;
577, 577 -19.29 26.33 8 11;
578, 578 -24.36 247.77 8 18;
579, 579 -474.09 187.08 2 16;
580, 580 -26.26 240.37 8 18;
581, 581 35.61 395.84 9 22;
582, 582 488.64 -155.59 14 6;
583, 583 493.05 -173.77 14 6;
584, 584 -170.26 275.82 6 19;
585, 585 -177.21 219.56 6 17;
586, 586 -308.8 35.22 4 12;
587, 587 507.22 -220.32 15 4;
588, 588 -196.02 285.86 6 19;
589, 589 514.28 -242.88 15 4;
590, 590 -204.1 263.69 5 18;
591, 591 -243.96 -21.73 5 10;
592, 592 -222.77 258.05 5 18;
593, 593 518.17 -260.82 15 3;
594, 594 -239.24 238.27 5 18;
595, 595 -231.54 -63.15 5 9;
596, 596 521.43 -279.2 15 3;
597, 597 -247.84 225.44 5 17;
598, 598 -221.29 -79.43 5 8;
599, 599 -244.48 212.5 5 17;
600, 600 -265.64 200.8 5 16;
601, 601 -223.88 -161.09 5 6;
602, 602 -278.4 224.35 4 17;
603, 603 -162.04 -218.42 6 4;
604, 604 -279.52 202.28 4 17;
605, 605 390.15 110.67 13 14;
606, 606 -256.25 166.77 5 15;
607, 607 -259.36 127.98 5 14;
608, 608 -167.12 -123.41 6 7;
609, 609 -272.76 112.35 5 14;
610, 610 -278.08 91.7 4 13;
611, 611 -157.06 303.99 6 19;
612, 612 -283.21 71.37 4 13;
613, 613 -248.19 75.93 5 13;
614, 614 -174.78 250.49 6 18;
615, 615 -154.37 81.82 6 13;
616, 616 -150.78 99.73 6 14;
617, 617 -171.89 104.91 6 14;
618, 618 -178.47 129.12 6 14;
619, 619 -183.68 104.79 6 14;
620, 620 -203.75 193.31 5 16;
621, 621 -187.06 280.8 6 19;
622, 622 -209.01 184.75 5 16;
623, 623 -211.78 168.71 5 16;
624, 624 -215.65 149.91 5 15;
625, 625 -221.65 125.6 5 14;
626, 626 -302.7 78.84 4 13;
627, 627 -217.67 108.43 5 14;
628, 628 -405.39 190.78 3 16;
629, 629 -225.03 109.68 5 14;
630, 630 -283.01 138.08 4 15;
631, 631 -247.64 7.42 5 11;
632, 632 -274.09 144.46 5 15;
633, 633 -263.02 -15.04 5 10;
634, 634 -245.18 -72.44 5 9;
635, 635 -588.51 59.8 1 12;
636, 636 -246.11 -98.39 5 8;
637, 637 -597.56 60.53 0 12;
638, 638 -247.32 -172.08 5 6;
639, 639 -606.44 60.59 0 12;
640, 640 -263.74 -114.38 5 7;
641, 641 -602.83 37.43 0 12;
642, 642 -267.8 -91.66 5 8;
643, 643 -276.87 -115.24 5 7;
644, 644 -577.91 24.19 1 11;
645, 645 -271.95 -129.54 5 7;
646, 646 -613.95 72.94 0 13;
647, 647 -264.66 -158.43 5 6;
648, 648 -272.83 -176.15 5 6;
649, 649 -666.24 132.42 0 15;
650, 650 -289.21 -190.83 4 5;
651, 651 -660.38 102.9 0 14;
652, 652 -290.31 -221.33 4 4;
653, 653 -306.81 -210.03 4 5;
654, 654 -661.33 117.68 0 14;
655, 655 -299.58 -190.52 4 5;
656, 656 -431.46 21.21 3 11;
657, 657 -657.26 90.85 0 13;
658, 658 -288.01 -164.54 4 6;
659, 659 -294.07 -136.01 4 7;
660, 660 -650.37 78.18 0 13;
661, 661 -298.82 -126.48 4 7;
662, 662 -640.36 67.77 0 13;
663, 663 -292.68 -113.5 4 7;
664, 664 -299.67 -101.71 4 8;
665, 665 -310.15 -115.95 4 7;
666, 666 -326.35 -121.08 4 7;
667, 667 -556.85 86.4 1 13;
668, 668 -308.64 -143.28 4 7;
669, 669 -315.87 -177.12 4 6;
670, 670 -328.52 62.45 4 13;
671, 671 -315.02 -201.89 4 5;
672, 672 -314.37 -228.1 4 4;
673, 673 -328.67 -244.37 4 4;
674, 674 367.58 -215.27 13 5;
675, 675 -328.37 -214.62 4 5;
676, 676 -327.79 -197.54 4 5;
677, 677 -326.56 -165.15 4 6;
678, 678 -340.2 -113.72 4 7;
679, 679 -211.83 138.07 5 15;
680, 680 270.31 -212.55 12 5;
681, 681 -351.26 -117.17 4 7;
682, 682 -207.53 128.11 5 14;
683, 683 -372.95 -123.76 3 7;
684, 684 -187.14 135.83 6 15;
685, 685 292.18 -266.25 12 3;
686, 686 -376.69 -140.34 3 7;
687, 687 -139.34 141.92 6 15;
688, 688 -365.05 -157.65 3 6;
689, 689 305.28 -285.47 12 3;
690, 690 -130.07 152.74 6 15;
691, 691 -348.99 -169.05 4 6;
692, 692 -188.18 174.15 6 16;
693, 693 307.02 -295.83 12 2;
694, 694 -357.01 -202.43 3 5;
695, 695 -172.35 178.4 6 16;
696, 696 -380.07 -203.1 3 5;
697, 697 -166.14 190.38 6 16;
698, 698 -344.68 -225.3 4 4;
699, 699 -179.44 194.41 6 16;
700, 700 -344.23 -243.85 4 4;
701, 701 -340.71 -253.02 4 3;
702, 702 363.2 -284.45 13 3;
703, 703 -354.3 -255.1 4 3;
704, 704 -361.8 -232.53 3 4;
705, 705 -382.34 -225.48 3 4;
706, 706 -406.97 -210.7 3 5;
707, 707 -153.24 188.92 6 16;
708, 708 -424.63 -186.06 3 5;
709, 709 354.52 -292.17 13 2;
710, 710 -436.81 -164.51 2 6;
711, 711 -128.69 188.57 6 16;
712, 712 360.52 -296.39 13 2;
713, 713 -431.91 -142.74 3 7;
714, 714 -132.63 203.85 6 17;
715, 715 -444.7 -144.5 2 7;
716, 716 354.52 -269.08 13 3;
717, 717 -448.74 -139.09 2 7;
718, 718 -458.66 -147.34 2 7;
719, 719 -390.28 -156.18 3 6;
720, 720 -397.1 -130.52 3 7;
721, 721 -405.56 -149.9 3 6;
722, 722 -443.84 -112.54 2 8;
723, 723 -453.11 -86.39 2 8;
724, 724 247.98 -192.71 11 5;
725, 725 -460.86 -86.91 2 8;
726, 726 -464.75 -101.71 2 8;
727, 727 326.75 -83.73 12 8;
728, 728 -461.12 -68.04 2 9;
729, 729 -470.35 -58.09 2 9;
730, 730 -464.69 -42.44 2 10;
731, 731 67.8 43.45 9 12;
732, 732 -461.71 -24.4 2 10;
733, 733 -483.27 -15.33 2 10;
